25/9550 correct=15 acc=0.600
50/9550 correct=31 acc=0.620
75/9550 correct=49 acc=0.653
100/9550 correct=64 acc=0.640
125/9550 correct=84 acc=0.672
150/9550 correct=99 acc=0.660
175/9550 correct=122 acc=0.697
200/9550 correct=140 acc=0.700
225/9550 correct=154 acc=0.684
250/9550 correct=168 acc=0.672
275/9550 correct=181 acc=0.658
300/9550 correct=192 acc=0.640
325/9550 correct=207 acc=0.637
350/9550 correct=217 acc=0.620
375/9550 correct=226 acc=0.603
400/9550 correct=234 acc=0.585
425/9550 correct=240 acc=0.565
450/9550 correct=244 acc=0.542
475/9550 correct=249 acc=0.524
500/9550 correct=258 acc=0.516
525/9550 correct=266 acc=0.507
550/9550 correct=276 acc=0.502
575/9550 correct=293 acc=0.510
600/9550 correct=308 acc=0.513
625/9550 correct=324 acc=0.518
650/9550 correct=343 acc=0.528
675/9550 correct=358 acc=0.530
700/9550 correct=374 acc=0.534
725/9550 correct=388 acc=0.535
750/9550 correct=395 acc=0.527
775/9550 correct=395 acc=0.510
800/9550 correct=395 acc=0.494
825/9550 correct=395 acc=0.479
850/9550 correct=395 acc=0.465
875/9550 correct=395 acc=0.451
900/9550 correct=395 acc=0.439
925/9550 correct=395 acc=0.427
950/9550 correct=400 acc=0.421
975/9550 correct=417 acc=0.428
1000/9550 correct=431 acc=0.431
1025/9550 correct=451 acc=0.440
1050/9550 correct=465 acc=0.443
1075/9550 correct=479 acc=0.446
1100/9550 correct=495 acc=0.450
1125/9550 correct=502 acc=0.446
1150/9550 correct=511 acc=0.444
1175/9550 correct=522 acc=0.444
1200/9550 correct=524 acc=0.437
1225/9550 correct=531 acc=0.433
1250/9550 correct=536 acc=0.429
1275/9550 correct=539 acc=0.423
1300/9550 correct=543 acc=0.418
1325/9550 correct=553 acc=0.417
1350/9550 correct=569 acc=0.421
1375/9550 correct=591 acc=0.430
1400/9550 correct=615 acc=0.439
1425/9550 correct=638 acc=0.448
1450/9550 correct=659 acc=0.454
1475/9550 correct=683 acc=0.463
1500/9550 correct=708 acc=0.472
1525/9550 correct=733 acc=0.481
1550/9550 correct=748 acc=0.483
1575/9550 correct=760 acc=0.483
1600/9550 correct=770 acc=0.481
1625/9550 correct=787 acc=0.484
1650/9550 correct=800 acc=0.485
1675/9550 correct=813 acc=0.485
1700/9550 correct=821 acc=0.483
1725/9550 correct=838 acc=0.486
1750/9550 correct=849 acc=0.485
1775/9550 correct=862 acc=0.486
1800/9550 correct=874 acc=0.486
1825/9550 correct=892 acc=0.489
1850/9550 correct=901 acc=0.487
1875/9550 correct=917 acc=0.489
1900/9550 correct=928 acc=0.488
1925/9550 correct=945 acc=0.491
1950/9550 correct=964 acc=0.494
1975/9550 correct=983 acc=0.498
2000/9550 correct=1004 acc=0.502
2025/9550 correct=1021 acc=0.504
2050/9550 correct=1040 acc=0.507
2075/9550 correct=1056 acc=0.509
2100/9550 correct=1076 acc=0.512
2125/9550 correct=1100 acc=0.518
2150/9550 correct=1109 acc=0.516
2175/9550 correct=1114 acc=0.512
2200/9550 correct=1118 acc=0.508
2225/9550 correct=1124 acc=0.505
2250/9550 correct=1127 acc=0.501
2275/9550 correct=1130 acc=0.497
2300/9550 correct=1133 acc=0.493
2325/9550 correct=1140 acc=0.490
2350/9550 correct=1141 acc=0.486
2375/9550 correct=1142 acc=0.481
2400/9550 correct=1142 acc=0.476
2425/9550 correct=1143 acc=0.471
2450/9550 correct=1143 acc=0.467
2475/9550 correct=1143 acc=0.462
2500/9550 correct=1144 acc=0.458
2525/9550 correct=1144 acc=0.453
2550/9550 correct=1152 acc=0.452
2575/9550 correct=1165 acc=0.452
2600/9550 correct=1181 acc=0.454
2625/9550 correct=1195 acc=0.455
2650/9550 correct=1211 acc=0.457
2675/9550 correct=1227 acc=0.459
2700/9550 correct=1240 acc=0.459
2725/9550 correct=1253 acc=0.460
2750/9550 correct=1268 acc=0.461
2775/9550 correct=1281 acc=0.462
2800/9550 correct=1294 acc=0.462
2825/9550 correct=1307 acc=0.463
2850/9550 correct=1318 acc=0.462
2875/9550 correct=1334 acc=0.464
2900/9550 correct=1353 acc=0.467
2925/9550 correct=1364 acc=0.466
2950/9550 correct=1375 acc=0.466
2975/9550 correct=1377 acc=0.463
3000/9550 correct=1382 acc=0.461
3025/9550 correct=1387 acc=0.459
3050/9550 correct=1397 acc=0.458
3075/9550 correct=1409 acc=0.458
3100/9550 correct=1421 acc=0.458
3125/9550 correct=1433 acc=0.459
3150/9550 correct=1443 acc=0.458
3175/9550 correct=1459 acc=0.460
3200/9550 correct=1472 acc=0.460
3225/9550 correct=1483 acc=0.460
3250/9550 correct=1489 acc=0.458
3275/9550 correct=1495 acc=0.456
3300/9550 correct=1504 acc=0.456
3325/9550 correct=1515 acc=0.456
3350/9550 correct=1525 acc=0.455
3375/9550 correct=1533 acc=0.454
3400/9550 correct=1542 acc=0.454
3425/9550 correct=1549 acc=0.452
3450/9550 correct=1559 acc=0.452
3475/9550 correct=1569 acc=0.452
3500/9550 correct=1584 acc=0.453
3525/9550 correct=1595 acc=0.452
3550/9550 correct=1611 acc=0.454
3575/9550 correct=1626 acc=0.455
3600/9550 correct=1638 acc=0.455
3625/9550 correct=1651 acc=0.455
